customer_id,customer_name,city,state,signup_date
30232,Madhav Vaidya,Sagar,Maharashtra,04-01-2025
30233,Elakshi Chauhan,Nagpur,Delhi,23-03-2025
30234,Baiju Subramanian,Belgaum,Tamil Nadu,11-07-2025
30235,Alia Sathe,Ranchi,West Bengal,30-08-2022
30236,Ahana  Lala,Coimbatore,Karnataka,18-04-2022
30237,Samiha Badal,Rohtak,Maharashtra,24-01-2021
30238,Jivin Sangha,Asansol,Delhi,07-05-2022
30239,Gatik Konda,Kulti,West Bengal,21-04-2023
30240,Zara Lalla,Panipat,Tamil Nadu,02-04-2024
30241,Nitya Jhaveri,Tiruppur,Karnataka,05-10-2025
30242,Lavanya Balay,Loni,Gujarat,03-03-2023
30243,Damini Swamy,Bellary,Delhi,29-09-2024
30244,Kavya Baral,Mumbai,Punjab,28-12-2022
30245,Urvi Chakraborty,Shimla,Maharashtra,24-05-2023
30246,Shanaya Choudhry,Mirzapur,Maharashtra,06-08-2023
30247,Madhup Chakrabarti,Sangli-Miraj & Kupwad,Maharashtra,17-05-2022
30248,Pihu Hegde,Kanpur,Punjab,06-03-2022
30249,Tiya Bansal,Guntur,Rajasthan,23-07-2025
30250,Sara Chawla,Gaya,Maharashtra,19-09-2024
30251,Shalv Varkey,Bhalswa Jahangir Pur,Kerala,15-05-2023
30252,Vihaan Khurana,Satna,Kerala,01-04-2024
30253,Ivan Sood,Tenali,Maharashtra,11-04-2023
30254,Mannat Barman,Jalandhar,Maharashtra,07-08-2024
30255,Veer Khanna,Pondicherry,Delhi,04-03-2021
30256,Kabir Varkey,Gwalior,West Bengal,06-02-2022
30257,Manjari Dayal,Howrah,Karnataka,05-12-2024
30258,Gokul Golla,Chennai,Karnataka,11-10-2021
30259,Ivana Bahl,Gandhidham,Uttar Pradesh,30-04-2021
30260,Tanya Vohra,Thrissur,Karnataka,13-08-2021
30261,Bhavin Tripathi,Bhubaneswar,Karnataka,04-09-2025
30262,Shamik Sarin,Machilipatnam,West Bengal,08-01-2023
30263,Nitara Savant,Alappuzha,West Bengal,04-11-2024
30264,Eva Sundaram,Indore,Punjab,28-02-2022
30265,Aarush Guha,Agartala,Rajasthan,23-03-2025
30266,Shlok Ravi,Kanpur,Uttar Pradesh,13-11-2025
30267,Onkar Kibe,Karawal Nagar,Uttar Pradesh,09-12-2022
30268,Hansh Zacharia,Motihari,Tamil Nadu,08-07-2022
30269,Inaaya  Sule,Pudukkottai,Kerala,18-01-2021
30270,Damini Aggarwal,Yamunanagar,Tamil Nadu,26-02-2023
30271,Baiju Warrior,Sultan Pur Majra,Kerala,05-01-2021
30272,Kismat Tank,Panchkula,Tamil Nadu,23-07-2023
30273,Purab Deol,Udaipur,West Bengal,07-07-2024
30274,Arhaan Kothari,Bidhannagar,Delhi,13-01-2022
30275,Bhavin Chahal,Srikakulam,Maharashtra,07-04-2024
30276,Heer Bassi,Panvel,Kerala,11-06-2025
30277,Tarini Madan,Tezpur,Delhi,04-03-2022
30278,Eva Brar,Srikakulam,Karnataka,18-03-2022
30279,Adah Das,Indore,Uttar Pradesh,14-10-2024
30280,Anahita Kalita,Nashik,Karnataka,11-03-2025
30281,Tarini Kara,Rampur,Delhi,05-04-2025
30282,Shlok Chada,Ranchi,Maharashtra,29-06-2025
30283,Oorja Walla,Akola,Maharashtra,04-05-2024
30284,Kismat Bandi,Dhanbad,Delhi,13-11-2022
30285,Vardaniya Vala,Ghaziabad,Uttar Pradesh,02-04-2022
30286,Jayesh Kapoor,Nagaon,Maharashtra,04-02-2025
30287,Anahi Taneja,Aurangabad,West Bengal,30-04-2025
30288,Rohan Raj,Tiruchirappalli,Delhi,27-09-2021
30289,Rohan Anand,Tinsukia,Gujarat,03-04-2023
30290,Siya Raju,Bhiwandi,Karnataka,19-03-2021
30291,Adira Vohra,Anantapuram,Delhi,23-03-2023
30292,Priyansh Dutta,Aligarh,Maharashtra,12-01-2025
30293,Shayak Chakraborty,Shimoga,Maharashtra,02-08-2025
30294,Arnav Soman,Jaunpur,Delhi,09-01-2025
30295,Faiyaz Bhatt,Etawah,Rajasthan,30-01-2023
30296,Sana Sami,Eluru,Kerala,21-11-2023
30297,Eva Kant,Sambalpur,Karnataka,13-10-2025
30298,Gatik Bhavsar,Nanded,Uttar Pradesh,08-02-2023
30299,Nitara Mall,Sambalpur,Gujarat,30-04-2023
30300,Jayan Kaul,Kharagpur,Maharashtra,08-05-2025
30301,Raghav Bera,Bharatpur,West Bengal,08-08-2025
30302,Onkar Jain,Gaya,West Bengal,25-08-2023
30303,Anahi Kashyap,Kakinada,Punjab,18-04-2025
30304,Damini Sahni,Erode,Delhi,19-07-2022
30305,Zaina Choudhury,Satara,Tamil Nadu,18-02-2022
30306,Shaan Kapadia,Madurai,Delhi,13-06-2025
30307,Samiha Badami,Adoni,Gujarat,25-05-2024
30308,Ojas Sheth,Jamshedpur,West Bengal,07-09-2021
30309,Emir Sandal,Jalgaon,Tamil Nadu,20-04-2023
30310,Dishani Sani,Dibrugarh,Delhi,08-06-2021
30311,Mohanlal Luthra,Tinsukia,Delhi,06-08-2025
30312,Kanav Madan,Ramgarh,Uttar Pradesh,26-09-2023
30313,Mishti Chahal,Mira-Bhayandar,Karnataka,05-12-2025
30314,Renee Taneja,Buxar,Rajasthan,21-03-2022
30315,Mannat Chowdhury,Tezpur,Rajasthan,10-07-2023
30316,Kavya Saxena,Ozhukarai,Maharashtra,10-10-2024
30317,Hiran Yohannan,Nanded,Punjab,15-11-2022
30318,Anika Sengupta,Allahabad,Punjab,26-01-2022
30319,Damini Saran,Chinsurah,Delhi,31-03-2024
30320,Indrans Krishna,Pudukkottai,Rajasthan,26-07-2021
30321,Adah Roy,Panipat,Rajasthan,29-09-2022
30322,Trisha Amble,Bellary,Karnataka,02-10-2022
30323,Samaira Sule,Bathinda,Gujarat,30-04-2024
30324,Shamik Mahal,Alwar,Punjab,12-08-2022
30325,Ishaan Buch,Kulti,Maharashtra,16-12-2022
30326,Raunak Sheth,Panipat,Delhi,23-08-2025
30327,Aaryahi Bhatt,Naihati,Punjab,10-03-2021
30328,Khushi Chopra,Arrah,Rajasthan,08-04-2021
30329,Saanvi Lad,Bhiwandi,Tamil Nadu,22-09-2021
30330,Kabir Upadhyay,Varanasi,Uttar Pradesh,14-05-2024
30331,Rania Savant,Narasaraopet,Maharashtra,06-02-2021
30332,Diya Sandhu,Anantapuram,Rajasthan,07-05-2023
30333,Tiya Bora,Mangalore,Gujarat,01-08-2025
30334,Eshani Bajaj,Giridih,Delhi,18-11-2024
30335,Vaibhav Mane,Bhalswa Jahangir Pur,Delhi,17-06-2024
30336,Mehul Bassi,Bijapur,Karnataka,06-05-2024
30337,Jivin Bala,Begusarai,Tamil Nadu,28-09-2024
30338,Tiya Bhatti,North Dumdum,Kerala,13-12-2022
30339,Sahil Mani,Faridabad,Kerala,18-07-2021
30340,Taimur Ganguly,Sangli-Miraj & Kupwad,Delhi,03-09-2023
30341,Ritvik Koshy,Amravati,Tamil Nadu,12-10-2025
30342,Advik Bedi,Bhiwandi,Uttar Pradesh,04-02-2021
30343,Ivan Lanka,Bellary,Tamil Nadu,16-08-2021
30344,Kimaya Kakar,Bhatpara,Karnataka,21-07-2021
30345,Darshit Mangal,Delhi,Rajasthan,19-01-2023
30346,Aaina Ramanathan,South Dumdum,Rajasthan,25-06-2024
30347,Aarush Bakshi,Hosur,Gujarat,02-02-2025
30348,Neysa Mammen,Panihati,Tamil Nadu,01-12-2023
30349,Dishani Bali,Secunderabad,Rajasthan,24-02-2022
30350,Ivana Barad,Sultan Pur Majra,West Bengal,26-04-2022
30351,Dishani Bal,Medininagar,Tamil Nadu,27-08-2024
30352,Ehsaan Sarraf,Thane,Karnataka,22-04-2024
30353,Ranbir Sani,Howrah,Delhi,05-01-2025
30354,Darshit Gupta,Katihar,Karnataka,26-01-2023
30355,Saanvi Deshpande,Deoghar,Punjab,24-10-2021
30356,Shlok Dara,Pondicherry,Delhi,01-01-2024
30357,Renee Sule,Bharatpur,Rajasthan,09-08-2021
30358,Adah Salvi,Hubli–Dharwad,Delhi,15-10-2025
30359,Jhanvi Basak,Howrah,Karnataka,03-04-2024
30360,Vihaan Seshadri,Haldia,Gujarat,31-03-2024
30361,Anahita Dhillon,Jehanabad,Tamil Nadu,22-06-2024
30362,Nishith Kade,Jabalpur,Kerala,13-09-2021
30363,Faiyaz Sha,Surat,Uttar Pradesh,15-03-2023
30364,Purab Dhawan,Asansol,West Bengal,04-02-2023
30365,Bhamini Konda,Tadipatri,Gujarat,19-07-2021
30366,Aarav Gopal,Patiala,Punjab,10-03-2022
30367,Urvi Sachdeva,Bharatpur,Uttar Pradesh,19-09-2021
30368,Miraan Lanka,Surat,Karnataka,17-09-2022
30369,Kismat Chand,Gaya,Karnataka,03-08-2024
30370,Sara Loyal,Kochi,Punjab,21-12-2022
30371,Mannat Khalsa,Tinsukia,Kerala,15-02-2024
30372,Kashvi Chadha,Kalyan-Dombivli,Tamil Nadu,28-12-2024
30373,Jivin Balan,Tezpur,Maharashtra,05-10-2021
30374,Aaina Bahl,Kharagpur,Tamil Nadu,22-01-2023
30375,Keya Dugal,Avadi,Gujarat,23-07-2022
30376,Ira Bala,Bharatpur,Maharashtra,07-11-2021
30377,Divit Sengupta,Sagar,Tamil Nadu,29-10-2025
30378,Samarth Ghose,Vadodara,Rajasthan,31-05-2023
30379,Nirvaan Bhandari,Barasat,Punjab,22-01-2023
30380,Lakshay Shankar,Miryalaguda,Uttar Pradesh,19-07-2022
30381,Alia Kata,Tirupati,Karnataka,07-03-2022
30382,Faiyaz Kannan,Ujjain,Rajasthan,08-02-2024
30383,Hridaan Sethi,Muzaffarpur,Delhi,16-05-2023
30384,Vardaniya Kulkarni,Tadipatri,Kerala,18-08-2023
30385,Rohan Chandran,Kalyan-Dombivli,Karnataka,22-11-2022
30386,Saira Walia,Ghaziabad,Maharashtra,11-11-2021
30387,Jivika Lad,Panihati,Delhi,05-04-2023
30388,Jivin Din,Vasai-Virar,Karnataka,10-02-2022
30389,Raghav Dhar,Hyderabad,Rajasthan,15-05-2024
30390,Kiaan Vora,Tezpur,Rajasthan,03-10-2025
30391,Kiaan Karpe,Durgapur,Gujarat,16-10-2025
30392,Mamooty Bali,Thane,Kerala,17-03-2022
30393,Dhanuk Buch,Panchkula,Rajasthan,22-01-2021
30394,Tarini Vaidya,Warangal,Uttar Pradesh,16-02-2021
30395,Mishti Bail,Ramagundam,Uttar Pradesh,18-12-2023
30396,Onkar Dugar,Dewas,Maharashtra,20-08-2022
30397,Nirvaan Venkatesh,Delhi,Gujarat,07-05-2025
30398,Jivika Andra,Gulbarga,Uttar Pradesh,22-06-2025
30399,Jayant Rao,Pali,Delhi,24-05-2023
30400,Suhana Raj,Hazaribagh,Gujarat,14-04-2025
30401,Tara Kapoor,Sangli-Miraj & Kupwad,West Bengal,13-05-2025
30402,Jiya Bajaj,Warangal,Tamil Nadu,22-09-2025
30403,Parinaaz Venkatesh,Anantapuram,Delhi,26-09-2024
30404,Uthkarsh Tak,Baranagar,Karnataka,15-12-2022
30405,Azad Desai,Khora ,Tamil Nadu,17-10-2022
30406,Pihu Dutta,Bellary,Tamil Nadu,08-02-2024
30407,Damini Mahajan,Serampore,Maharashtra,15-03-2021
30408,Heer Chand,Gwalior,Tamil Nadu,06-06-2021
30409,Tejas Kara,Shahjahanpur,Uttar Pradesh,15-05-2025
30410,Miraan Bhatia,Amaravati,Kerala,08-03-2025
30411,Arhaan Gala,Raipur,Rajasthan,29-12-2021
30412,Mishti Ganguly,Mango,Gujarat,18-01-2025
30413,Himmat Majumdar,Guna,West Bengal,26-07-2021
30414,Sana Bhardwaj,Kolhapur,Maharashtra,10-08-2021
30415,Baiju Khatri,Rajahmundry,Tamil Nadu,04-10-2021
30416,Rohan Sarma,Kollam,Kerala,29-09-2022
30417,Nishith Gade,Barasat,Punjab,07-04-2024
30418,Himmat Sunder,Alappuzha,Tamil Nadu,27-08-2025
30419,Nishith Garde,Panipat,Uttar Pradesh,08-12-2024
30420,Ayesha Subramaniam,Rajkot,Tamil Nadu,08-02-2021
30421,Yasmin Din,Pune,West Bengal,17-07-2024
30422,Nehmat Tella,Jalandhar,Maharashtra,04-03-2024
30423,Reyansh Dara,Anand,Maharashtra,08-12-2023
30424,Khushi Dutt,Ghaziabad,Rajasthan,26-12-2020
30425,Lakshay Anne,Karimnagar,Punjab,11-05-2023
30426,Parinaaz Subramaniam,Surat,Rajasthan,21-04-2022
30427,Sumer Ramesh,Aligarh,Rajasthan,29-08-2022
30428,Rohan Rana,Mangalore,Delhi,29-01-2022
30429,Nayantara Agate,Kavali,Gujarat,02-12-2021
30430,Piya Barman,Panihati,Uttar Pradesh,05-10-2021
30431,Divit Tailor,Vasai-Virar,Gujarat,28-05-2024
30432,Nayantara De,Rajpur Sonarpur,Gujarat,09-07-2024
30433,Hiran Barad,Madurai,Uttar Pradesh,11-06-2022
30434,Nitara Dua,Latur,Tamil Nadu,23-11-2025
30435,Nehmat Kota,Ramagundam,Maharashtra,14-03-2025
30436,Darshit Lanka,Jalgaon,Punjab,16-08-2021
30437,Nirvi Dayal,Dibrugarh,Uttar Pradesh,06-01-2021
30438,Manikya Gour,Siliguri,Uttar Pradesh,18-10-2022
30439,Riya Soni,Rewa,Uttar Pradesh,29-05-2025
30440,Vritika Sangha,Ambarnath,Kerala,12-04-2024
30441,Manjari Jayaraman,North Dumdum,Kerala,17-12-2022
30442,Yakshit Garde,Nagercoil,Maharashtra,23-05-2023
30443,Dishani Korpal,Gandhidham,Kerala,28-11-2023
30444,Anvi Sarin,Bally,Punjab,03-06-2021
30445,Arnav Chakrabarti,Bally,Maharashtra,05-03-2024
30446,Amira Das,Gwalior,West Bengal,19-03-2025
30447,Aayush Mall,Dharmavaram,Punjab,17-02-2023
30448,Gatik Dutta,Faridabad,Maharashtra,26-06-2022
30449,Devansh Kaul,Pune,Karnataka,15-10-2022
30450,Samar Arya,Ranchi,Kerala,23-04-2022
30451,Jivin Dhaliwal,Ambala,Karnataka,24-12-2021
30452,Azad Ganesan,Haridwar,Karnataka,01-07-2022
30453,Advika Shankar,Buxar,Kerala,31-03-2023
30454,Vritika Chaudhari,Ahmedabad,Gujarat,18-11-2022
30455,Inaaya  Basak,Khora ,Maharashtra,01-03-2024
30456,Raunak Bhattacharyya,Bhalswa Jahangir Pur,Kerala,03-11-2025
30457,Shlok Kapur,Orai,Kerala,20-06-2025
30458,Ishita Choudhary,Thanjavur,Maharashtra,27-08-2021
30459,Dhanuk Chanda,Avadi,Punjab,26-12-2022
30460,Shaan Apte,Aurangabad,Punjab,02-02-2021
30461,Riya Shah,Tinsukia,Kerala,16-08-2024
30462,Hiran Behl,Sagar,Punjab,21-10-2023
30463,Saira Krishna,Kamarhati,Maharashtra,26-03-2022
30464,Advik Balakrishnan,Pune,Gujarat,28-05-2025
30465,Kanav Ramachandran,Sirsa,Maharashtra,30-05-2022
30466,Saanvi Madan,Eluru,Gujarat,05-07-2025
30467,Nitya Tank,Meerut,Gujarat,16-10-2022
30468,Veer Sandal,Sikar,Karnataka,29-10-2022
30469,Sana Raj,Arrah,Tamil Nadu,03-01-2022
30470,Jiya Kade,Eluru,Uttar Pradesh,29-03-2021
30471,Elakshi Savant,Thiruvananthapuram,Kerala,21-04-2024
30472,Chirag Ram,Khandwa,West Bengal,07-02-2022
30473,Vritika Bava,Dibrugarh,Punjab,12-05-2025
30474,Navya Balay,Delhi,Punjab,14-02-2021
30475,Yuvaan Balay,Kirari Suleman Nagar,Kerala,27-04-2021
30476,Tara Bhalla,Pudukkottai,Tamil Nadu,15-10-2021
30477,Vivaan Banik,Thiruvananthapuram,Gujarat,27-01-2021
30478,Seher Guha,Tirunelveli,Tamil Nadu,31-10-2025
30479,Zaina Venkatesh,Tiruchirappalli,Tamil Nadu,27-11-2023
30480,Aniruddh Ahluwalia,Bettiah,Rajasthan,02-12-2024
30481,Saanvi Sachdev,Hapur,West Bengal,18-10-2022
30482,Zara Sawhney,Tadepalligudem,Maharashtra,29-10-2024
30483,Ivana Sathe,Aizawl,Delhi,16-06-2025
30484,Advika Mand,Davanagere,Delhi,06-08-2021
30485,Purab Goswami,Gandhinagar,Delhi,03-02-2024
30486,Inaaya  Basak,Lucknow,Rajasthan,31-10-2025
30487,Yuvraj  Khanna,Nandyal,Tamil Nadu,04-02-2021
30488,Ira Gulati,Raurkela Industrial Township,Delhi,23-05-2025
30489,Siya Rege,Sasaram,Karnataka,18-09-2022
30490,Vardaniya Dar,Dindigul,West Bengal,01-10-2024
30491,Myra Kurian,Gaya,Tamil Nadu,18-12-2025
30492,Eshani Basu,Gopalpur,Uttar Pradesh,26-06-2023
30493,Keya Sura,Uluberia,Kerala,07-12-2023
30494,Ela Dugar,Phagwara,Kerala,18-08-2023
30495,Samiha Kapur,Motihari,Punjab,29-08-2022
30496,Aaina Dass,Karawal Nagar,Tamil Nadu,13-12-2024
30497,Ehsaan Cheema,Bareilly,Delhi,31-01-2023
30498,Hazel Dhaliwal,Panihati,Tamil Nadu,30-01-2023
30499,Tarini Chaudhuri,Gandhinagar,Kerala,22-11-2022
30500,Madhav Sethi,Haldia,Maharashtra,10-08-2024
30501,Stuvan Shukla,Bhalswa Jahangir Pur,Kerala,12-07-2025
30502,Raghav Sodhi,Surat,Kerala,05-11-2025
30503,Vedika Krishna,Alappuzha,Punjab,06-01-2022
30504,Elakshi Atwal,Gandhidham,Delhi,09-07-2022
30505,Vritika Vasa,Dindigul,Karnataka,07-03-2022
30506,Hridaan Kothari,Hyderabad,Uttar Pradesh,28-09-2023
30507,Anvi Rastogi,Hyderabad,Karnataka,14-09-2022
30508,Miraya Borah,Gwalior,West Bengal,30-06-2022
30509,Adira Ganesan,Hazaribagh,Punjab,09-07-2025
30510,Ishaan Krishnan,Bally,Punjab,08-10-2024
30511,Vihaan Andra,Ulhasnagar,Karnataka,20-03-2023
30512,Kartik D’Alia,Ballia,Uttar Pradesh,18-05-2023
30513,Vedika Srivastava,Kulti,Gujarat,10-10-2025
30514,Elakshi Kothari,Gwalior,Rajasthan,08-09-2024
30515,Aradhya Varty,Darbhanga,Kerala,27-12-2023
30516,Inaaya  Ganesan,Kirari Suleman Nagar,Gujarat,09-10-2022
30517,Abram Garg,Delhi,Karnataka,10-09-2024
30518,Renee Dube,Vijayanagaram,Punjab,27-01-2023
30519,Shanaya Lata,Bhagalpur,Uttar Pradesh,08-03-2022
30520,Tanya Shetty,Raichur,Maharashtra,04-06-2023
30521,Pihu Mallick,Ahmednagar,Gujarat,28-05-2024
30522,Yashvi Kulkarni,Adoni,Maharashtra,14-05-2023
30523,Darshit Dua,Serampore,Punjab,02-12-2021
30524,Lagan Bhakta,Kumbakonam,Gujarat,13-02-2022
30525,Siya Bakshi,Bilaspur,Gujarat,24-03-2025
30526,Aarna Atwal,Guntakal,Karnataka,21-12-2023
30527,Rohan Sibal,Mumbai,Punjab,21-11-2022
30528,Advik Sibal,Ongole,Kerala,02-01-2023
30529,Hunar Sharma,Gudivada,Delhi,22-08-2025
30530,Samiha Mangat,Jalandhar,Tamil Nadu,12-07-2025
30531,Gatik Sanghvi,Hapur,Delhi,29-08-2022
30532,Raghav Sarin,Saharanpur,Maharashtra,08-02-2023
30533,Heer Guha,Munger,Rajasthan,15-02-2025
30534,Aarush Edwin,Rampur,Uttar Pradesh,25-10-2022
30535,Aarna Wagle,Uluberia,Maharashtra,29-10-2021
30536,Emir Krish,Mira-Bhayandar,Karnataka,01-02-2023
30537,Jhanvi Dutt,Kolhapur,Maharashtra,08-07-2024
30538,Hridaan Ramachandran,Davanagere,Delhi,20-10-2025
30539,Jayant Mandal,Nangloi Jat,Delhi,19-02-2022
30540,Aaina Bakshi,Medininagar,Gujarat,01-09-2023
30541,Darshit Bava,Dehri,Kerala,24-12-2020
30542,Aniruddh Ganesan,Etawah,Kerala,29-01-2023
30543,Emir Mall,Katni,Tamil Nadu,17-02-2023
30544,Nayantara Saxena,Asansol,Kerala,26-05-2025
30545,Ishaan Solanki,Hosur,Karnataka,10-03-2022
30546,Misha Kuruvilla,Bhiwani,Rajasthan,14-02-2021
30547,Kaira Grewal,New Delhi,Uttar Pradesh,09-08-2022
30548,Armaan Kari,Shivpuri,West Bengal,25-12-2022
30549,Divit Jayaraman,Raipur,Uttar Pradesh,14-10-2024
30550,Advika Shan,Bhalswa Jahangir Pur,Delhi,04-05-2024
30551,Kaira Krishnamurthy,Ongole,Uttar Pradesh,04-02-2024
30552,Dhruv Gaba,Siwan,Maharashtra,06-07-2022
30553,Arnav Thakkar,Gangtok,Punjab,03-02-2022
30554,Hridaan Gour,Raichur,West Bengal,31-08-2021
30555,Arnav Chada,Anantapuram,Gujarat,14-09-2025
30556,Abram Srinivas,Moradabad,Delhi,08-08-2025
30557,Faiyaz Dutt,Mehsana,Punjab,15-05-2023
30558,Hiran Deshmukh,Chittoor,Uttar Pradesh,30-05-2022
30559,Gokul Jani,Haldia,Tamil Nadu,22-08-2024
30560,Nehmat Chakraborty,Bilaspur,Tamil Nadu,17-01-2022
30561,Gokul Wagle,Ahmednagar,Maharashtra,16-10-2021
30562,Drishya Banerjee,Mumbai,West Bengal,07-01-2025
30563,Shalv Arya,Chennai,Rajasthan,28-11-2025
30564,Lakshay Balay,Sikar,Uttar Pradesh,20-04-2022
30565,Yuvaan Loyal,Gulbarga,Karnataka,19-01-2021
30566,Yashvi Sodhi,Kirari Suleman Nagar,Punjab,30-11-2021
30567,Rati Raju,Srikakulam,West Bengal,23-09-2022
30568,Tushar Chacko,Jaunpur,West Bengal,20-03-2024
30569,Umang Khanna,Kirari Suleman Nagar,Delhi,17-09-2022
30570,Samiha Chhabra,Nashik,Tamil Nadu,08-07-2024
30571,Samar Varughese,Durgapur,West Bengal,10-01-2021
30572,Elakshi Vora,Bangalore,West Bengal,12-04-2025
30573,Yakshit Vora,Bhopal,Gujarat,26-02-2021
30574,Sana Hora,Ajmer,Gujarat,27-01-2021
30575,Lavanya Shan,Phagwara,Uttar Pradesh,30-10-2023
30576,Mehul Dubey,Suryapet,Rajasthan,09-05-2024
30577,Samarth Karan,Burhanpur,Gujarat,30-06-2023
30578,Drishya Comar,Satara,Delhi,29-04-2021
30579,Divyansh Jain,Warangal,West Bengal,07-04-2024
30580,Zain Thakur,Kolkata,Karnataka,01-06-2025
30581,Samaira Dani,Ramagundam,Karnataka,03-10-2023
30582,Vaibhav Borra,Saharanpur,Maharashtra,27-06-2023
30583,Tiya Kamdar,Madanapalle,Rajasthan,16-03-2025
30584,Emir Lal,Amaravati,Rajasthan,03-01-2023
30585,Pihu Divan,Uluberia,Gujarat,27-04-2024
30586,Nakul Bansal,Korba,Punjab,09-02-2024
30587,Prisha Bose,North Dumdum,Delhi,26-03-2022
30588,Ayesha Ganesh,Raipur,Uttar Pradesh,19-02-2022
30589,Anaya Rajagopal,Patiala,West Bengal,12-02-2022
30590,Nayantara Varkey,Mirzapur,Tamil Nadu,05-12-2021
30591,Aniruddh Tata,Aligarh,West Bengal,14-01-2025
30592,Vedika Sura,Ranchi,Uttar Pradesh,13-05-2025
30593,Umang Sule,Guntur,Uttar Pradesh,26-01-2022
30594,Neysa Tandon,Vellore,Punjab,31-12-2020
30595,Lavanya Bawa,Hajipur,Karnataka,03-05-2025
30596,Purab Sunder,Thane,Karnataka,02-11-2023
30597,Lavanya Chauhan,Mau,Kerala,28-04-2023
30598,Sara Dutta,Gorakhpur,Kerala,15-10-2025
30599,Kismat Sunder,Begusarai,Karnataka,14-06-2021
30600,Mohanlal Master,Ludhiana,Karnataka,22-01-2025
30601,Myra Vig,Sri Ganganagar,Tamil Nadu,12-09-2023
30602,Oorja Khatri,Gopalpur,Karnataka,08-10-2025
30603,Manjari Rana,Allahabad,Tamil Nadu,10-10-2021
30604,Manjari Wali,Bally,Gujarat,23-11-2022
30605,Nakul Lall,Kavali,Rajasthan,03-11-2023
30606,Fateh Bahl,Nagpur,Punjab,21-02-2021
30607,Zoya Verma,Kozhikode,Maharashtra,08-12-2021
30608,Raunak Seth,Kochi,Delhi,12-03-2025
30609,Neysa Virk,Nandyal,Karnataka,15-12-2023
30610,Kabir Zachariah,Sambhal,Punjab,14-02-2023
30611,Kismat Varkey,Kharagpur,Delhi,20-10-2024
30612,Sara Gopal,Haldia,Karnataka,26-11-2021
30613,Lakshay Doctor,Sirsa,Karnataka,29-02-2024
30614,Khushi De,Nagaon,Gujarat,01-01-2023
30615,Abram Bath,Adoni,Karnataka,16-06-2021
30616,Piya Ganesh,Bardhaman,Gujarat,10-05-2024
30617,Aarav Ghosh,Jamalpur,Gujarat,16-06-2021
30618,Yashvi Bhargava,Chandrapur,Kerala,19-06-2023
30619,Shanaya Yohannan,Kozhikode,Uttar Pradesh,28-04-2024
30620,Ela Kapoor,Dehradun,Delhi,07-09-2023
30621,Manikya Kale,Chittoor,West Bengal,06-12-2021
30622,Kartik Sehgal,Karawal Nagar,Punjab,08-08-2023
30623,Shalv Sabharwal,Tirunelveli,Kerala,20-08-2021
30624,Ojas Bakshi,Ratlam,Maharashtra,08-01-2023
30625,Advika Talwar,Jamalpur,Delhi,04-11-2025
30626,Miraya Krishnan,Agra,Karnataka,18-01-2022
30627,Anahita Salvi,Jabalpur,Tamil Nadu,18-07-2021
30628,Neelofar Srinivasan,Ramagundam,Uttar Pradesh,22-01-2024
30629,Pihu Loyal,Ramgarh,Kerala,30-08-2022
30630,Chirag Vasa,Kozhikode,Maharashtra,21-09-2021
30631,Mishti Din,Ongole,Rajasthan,27-06-2025
30632,Vedika Chaudry,Pimpri-Chinchwad,Gujarat,22-11-2021
30633,Rohan Bhargava,Alwar,Karnataka,09-05-2021
30634,Ishita Kashyap,Rajkot,Uttar Pradesh,13-12-2022
30635,Divit Ravi,Gulbarga,Kerala,11-01-2021
30636,Nitya Raman,Bhatpara,Karnataka,28-08-2023
30637,Yuvraj  Ramakrishnan,Bokaro,Maharashtra,25-02-2022
30638,Neysa Kata,Amravati,Rajasthan,16-06-2024
30639,Chirag Dash,Bhiwandi,Delhi,29-07-2021
30640,Vaibhav Vig,Danapur,Uttar Pradesh,25-06-2025
30641,Purab Sani,Burhanpur,Uttar Pradesh,05-09-2023
30642,Aarav Kala,Sambhal,Tamil Nadu,16-02-2021
30643,Umang Char,Machilipatnam,Karnataka,30-10-2025
30644,Tejas Chad,Jhansi,Rajasthan,18-03-2022
30645,Kiaan Ghosh,Rajahmundry,Tamil Nadu,24-08-2025
30646,Neelofar Raj,Chapra,Delhi,21-10-2021
30647,Pari Chauhan,Durg,Maharashtra,08-10-2023
30648,Kaira Dutt,Sangli-Miraj & Kupwad,Tamil Nadu,21-10-2024
30649,Onkar Chowdhury,Kharagpur,Uttar Pradesh,24-09-2021
30650,Anvi Shanker,Agra,Karnataka,18-07-2021
30651,Zara Toor,Avadi,Uttar Pradesh,22-10-2022
30652,Indrajit Sanghvi,Bhiwani,Karnataka,06-01-2024
30653,Zara Mander,Burhanpur,Gujarat,13-02-2021
30654,Rania Vig,Ghaziabad,Uttar Pradesh,16-11-2024
30655,Raunak Bajaj,Sambalpur,Karnataka,03-06-2023
30656,Tejas Upadhyay,Silchar,Rajasthan,28-01-2022
30657,Alisha Mahal,Aizawl,Rajasthan,14-04-2024
30658,Kiara Kata,Kharagpur,Tamil Nadu,25-04-2024
30659,Indrans Biswas,Patna,Gujarat,15-01-2021
30660,Umang Chanda,Siwan,Delhi,29-05-2024
30661,Aayush Sinha,Secunderabad,Tamil Nadu,02-02-2024
30662,Madhav Butala,Tinsukia,Kerala,11-09-2023
30663,Tara Lad,Pallavaram,Rajasthan,21-09-2021
30664,Stuvan Saha,Gandhidham,Gujarat,11-08-2025
